28 18 104 648 173 244 97||13 14 70 97 17 267 15 155 97
13 14 70 97 17 267 15 155 97||158 35 98 99 17 171 28 97
158 35 98 99 17 171 28 97||17 267 15 34 222 97
17 267 15 34 222 97||6 197 754 31 32 821 97
6 197 754 31 32 821 97||13 14 70 97
599 3350 12||349 6058 155 26 668 2576 12
648 270 2576 12 16 561 27||32 2720 291 17 474 73 66 69 172 34 940 12
1953 3729 911 97||22 23 2928 97
158 35 16 27||16 66 34 28 166 158 66 27
37 35 10 408 97||1334 12 8055 97
28 196 911 6082 1334 12 4820 69 2379 12||161 174 1488
161 174 1488||1334 12 8055 97
34 35 281 12||156 28 256 22 23 32 1264 158 2829 100 27
17 18 104 8 155 12||28 18 104 27
2603 6 29 303 97 3367 76 187 27||76 187 12
76 187 12||93 75 12 70 69 37 12 140 2603
43 19 28 19 12||43 19 28 19 12
17 82 88 69 426 28 10 822 823 12||76 26 12
156 174 1550 1837 27||169 74 12
156 28 10 899 300 1334 12 4820 27||253 14 27 74 12
16 31 27||28 29 141 69 221 931 72 606 12
196 28 55 10 6195 27||74 599 28 12
584 12 34 23 69 78||49 1301 90 174 3330 6269 43 596 1631 196 37 1584 27
49 1301 90 174 3330 6269 43 596 1631 196 37 1584 27||130 442 12 74 1631 1806 12
130 442 12 74 1631 1806 12||34 4873 10 1189 90 1631 377 124 104 37 27
17 133 122 32 1759 90 728 12||130 584 12 584 17 196 12
130 196 28 648 100 911 2277 27||23 1334 12 4820 100 27
34 35 367 744 90 28 12 156 28 875 69 155 27||74 17 147 376 2296 12
22 3800 108 1075 2045 2046 12||17 103 104 52 6 126 325 307 8056 12
55 10 1325 27||74 982 12
130 256 12 256 12 6 103 104 120 69 849 2455 12||158 66 32 186 1172 24 428 6268 2455 66 12
345 882 12||34 35 407 12 169 23 34 27
34 35 407 12 169 23 34 27||169 19 7435 70 125 50 35 1830 27
16 29 28 304 122 27||861 97 474 154 90 1009 27
1181 174 4016 140 17 197 8057 37 12||512 440 335 8052 12 512 440 335 12
73 28 15 76 22 85 100 32 3367 27||2455 935 69 1167 97
2455 935 69 1167 97||2455 97 253 35 2455 27
130 96 8058 270 1135 14 12||16 19 28 52 8059 156 31 27
16 19 28 52 8059 156 31 27||16 19 96 133 236 22 5440 300 97
16 19 96 133 236 22 5440 300 97||156 610 3675 466 27
2413 37 35 32 5 4525 12||98 8060 12 318 24 56 31 37 12 98 8060 97
98 8060 12 318 24 56 31 37 12 98 8060 97||4 96 29 141 69 7347 515 108 14 17 147 141 69
8052 97 83 542 31 32 1132 90 247 12||16 27 50 628 54 90 247 71 50 12
16 27 50 628 54 90 247 71 50 12||49 34 124 104 172 1009 307 2980 2448 12
17 147 8061 27||130 584 90 972 28 126 142 127 8062 12
130 584 90 972 28 126 142 127 8062 12||17 147 8061 12
28 15 1334 12 4820 32 2266 23 98 8064 31 2352 12||37 322 104 27 16 23 37 8064 31 27
37 322 104 27 16 23 37 8064 31 27||169 37 35 64 8065 8066
169 37 35 64 8065 8066||6 175 64 2266 1682 103 104 6 27
6 6335 2266 12||161 28 1806 12 17 133 28 1556 6460 27
34 35 1066 12 32 2266 213 67 1163 12||49 75 6 628 224 32 1070 744 90 3923 12
49 6 240 552 2293 37 69 648 228 28 12||14 27 97
169 98 27||36 37 142 322 104 10 1308 34 35 76 97
345 882 12||4459 32 40 90 32 2121 3582 28 617 27
4459 32 40 90 32 2121 3582 28 617 27||130 584 12 584 90 972 558 12 6083 8067 12 367 359 12
34 35 321 12 982 12 17 197 361 1009 289 886 12||130 1334 12 4820
16 744 90 998 73 28 78 92 66 27||2383 1813 998 12 270 5166 90 34 50 35 10 575 12
2383 1813 998 12 270 5166 90 34 50 35 10 575 12||10 575 27 24 278 35 27
10 575 27 24 278 35 27||584 912 12
584 912 12||34 35 1259 12 32 1529 188 427 54 612 415 90 1463 12
49 16 122 37 1334 12 4820 27||28 197 404 14 477 104 28 27 17 197 54 26 163 12
16 122 37 1334 12 4820 27||169 17 2608 247 409 2397 12
169 17 2608 247 409 2397 12||74 17 133 122 24 5209 12
74 17 133 122 24 5209 12||130 6 197 55 69 19 464 122 32 2383 998 12
17 78 6 103 104 120 69 7451 7465 12||130 12 34 12
1088 12 8054 23 8069 236 1813 69 40 1405 90 32 2125 12||140 103 104 474 83 409 270 174 3807 893 1144 27
1088 12 8054 23 8069 69 40 1405 90 32 2125 12||40 1405 27 34 35 122
40 1405 27 34 35 122||322 104 37 27
74 17 103 104 120 37 599 28 12||169 28 628 1325 97 76 8070 1325 97
17 82 88 69 83 100 24 106 6337 1967 12||318 32 1602 97
882 27 270 74 12 1485 1051 12||54 256 140 202 1009 71 69 14 477 104 28 27
54 256 140 202 1009 71 69 14 477 104 28 27||345 882 12
345 882 12||17 147 10 7265 2494 28 60 12
345 882 12||17 1184 437 12
17 1184 437 12||345 882 12
253 156 96 27||17 103 104 60 12
584 21 607 12||125 23 174 2727 27
125 23 174 2727 27||3483 227 229 12
3483 227 229 12||3483 227 229 27
3483 227 229 27||3483 227 161 270 32 5166 12
3483 227 161 270 32 5166 12||130 12 130 97
23 92 99 27||233 12 16 27
233 12 16 27||23 1525 99 27
28 133 236 32 1293 192 464 27||256 12 96 325 270 24 3916 95 17 4658 1009 71 12
39 1260 71 2357 39 143 282 104 37 27 322 104 37 27||584 1090 12 6 126 77 10 1189 90 39 2107 2646 12
3997 12 103 104 741 12 17 477 104 716 262 71 888 12||599 28 95 596 12 84 143 12
16 19 28 52 28 29 168 27||169 17 147 2286 28 912 12
584 912 12||2604 34 1815 32 5095 90 24 3318 97
74 912 12||404 14 12 16 73 28 78 27
158 3485 122 861 57 4 96 240 5920 12||1250 300 69 376 1944 912 12
1250 300 69 376 1944 912 12||171 14 1888 156 76 610 3675 17 342 122 24 278 466 27
101 97 16 73 158 19 72 247 27||34 66 464 17 66 67 1015 69 8 71 912 12
28 29 1888 1013 104 28 27||584 912 12
584 912 12||17 142 68 69 172 256 12
584 912 12||16 35 34 27
16 35 34 27||10 8073 8074 912 12
130 12 130 97 213 1953 7024 1269 1160 27||1953 7024 912 27 74 912 12 74 1953 7024 213 1269 912 12
28 340 99 186 143 704 247 12||17 73 16 97
34 35 16 32 106 8076 166 912 12||16 106 8076 27
16 19 28 133 236 733 100 244 326 17 147 137 27||161 92 35 270 32 2541
161 92 35 270 32 2541||83 71 12 32 248 1357 35 270 28 12 83 71 97
110 73 28 342 34 27||16 912 27
169 34 35 64 6462 912 97||28 448 37 12
28 448 37 12||14 912 27
3626 24 1690 1888 12 17 147 141 99 12||584 912 12
1110 17 456 32 821 912 27||74 97 16 19 28 120 97 97
14 1059 441 246 12||169 156 96 8077 173 1458 14 27
169 156 96 8077 173 1458 14 27||17 147 98 256 12 161 17 52 96 29 1657 122 28 12
32 2475 77 442 69 19 72 37 12||17 1144 12 17 142 120 69 60 16 32 2475 66 122 12
17 1144 12 17 142 120 69 60 16 32 2475 66 122 12||17 77 3990 512 1545 12 32 2331 1545 474 3172 12
17 77 3990 512 1545 12 32 2331 1545 474 3172 12||345 882 12 16 156 96 27
40 334 1545 27||37 35 5940 12 37 77 442 69 19 72 16 561 12
37 35 5940 12 37 77 442 69 19 72 16 561 12||16 561 27
28 18 70 71 50 4 28 88 12 12 12||50 35 74 2643 100 889 10 45 483 26 2668 27
558 12 8078 12||1334 12 3265 12
1334 12 3265 12||7 28 648 72 14 911 27
345 882 12||37 35 24 1553 8079 12 12 12 92 35 812 926 12
37 35 24 1553 8079 12 12 12 92 35 812 926 12||16 35 34 27
1224 1334 12 3265 12 17 66 4458 4 8079 66 1151 27||240 28 150 69 55 10 6116 27
349 172 366 3401 12 6 325 10 578 3292 1158 244 12||17 147 321 12
17 147 321 12||28 29 32 7122 1013 104 28 27
28 29 32 7122 1013 104 28 27||74 98 394 12
74 98 394 12||161 28 19 483 27
161 28 19 483 27||98 307 1059 12
16 64 871 97||5430 16 19 28 52 27
5430 16 19 28 52 27||17 52 158 35 325 10 202 12
16 156 28 168 31 542 27||26 157 27
17 55 4729 1059 102 97||17 103 104 120 69 342 307 1059 549 12
17 103 104 120 69 342 307 1059 549 12||169 98 27
169 98 27||1334 12 8080 19 28 747 14 192 103 104 28 27
1334 12 8080 19 28 747 14 192 103 104 28 27||49 17 103 104 60 12 12 12 17 5 127 1489 28
157 956 270 17 170 104 78 17 170 104 120 69 648||84 75 70 12
192 153 37 282 104 64 1674 108 76||1334 12 8080 12
1344 157 12||169 27 17 147 2288 31 22 12
169 27 17 147 2288 31 22 12||98 31 22 12 98 14 28 29 98 12
98 31 22 12 98 14 28 29 98 12||28 8 37 8081 103 104 28 27
28 340 36 37 35 417 289 12 28 29 100 1373 8082 12||17 67 166 34 12
125 35 174 998 4244 27||70 69 288 12
70 69 288 12||17 170 104 342 28 12
17 66 12 12 12 67 3046 12||157 6 29 163 270 400 12
16 35 34 27||28 156 95 133 12
16 23 37 27||37 35 10 182 17 77 12
37 35 10 182 17 77 12||427 17 1406 37 157 27
16 201 23 37 150 69 19 27||28 617 326 17 380 28 122 8083
226 17 103 104 7612 508 12||161 28 73 648 69 14 12
156 28 10 300 253 3709 69 1481 929 26 27||17 126 77 24 3331 12
28 29 32 1031 16 19 28 52 27||92 269 367 3760 12
95 23 22 88 10 5516 5367 27||17 82 349 83 100 50 12
17 82 349 83 100 50 12||34 35 10 1189 90 203 76 108 1854 12
5369 8086 27 17 532 5369 8086 12||28 19 27
28 29 2974 12 12 12 37 35 98 30 12 16 561 27||24 2083 77 69 310 2974 12
24 2083 77 69 310 2974 12||253 66 34 27
17 52 37 35 88 12 12 12 8088 12||37 66 4244 8080 12
16 19 28 120 69 60 27||28 29 2237 12 17 147 67 529 28 358 12
43 683 28 127 100 22 1264 27||130 17 103 104 60 12 12 12
95 16 268 28 95 824 27 16 35 174 1913 27||28 88 14 12 43 648 27
28 88 14 12 43 648 27||98 256 12 13 14 52 122 37 12
125 607 17 150 69 364 27||28 29 270 174 175 549 382 12
4637 17 120 28 69 381 1263 12 1263 4637 12||37 35 10 1498 69 381 28 12
12 12 1035 2798 27||12 12 1035 8091 12
17 103 104 120 28 69 54 715 108 1263 12 12 12||158 285 28 12
28 312 55 781 100 512 799 86 12 12 12||17 120 69 224 28 464 12 196 28 13 14 27
17 120 69 224 28 464 12 196 28 13 14 27||982 4637 17 103 104 316 358 12
982 4637 17 103 104 316 358 12||584 28 19 28 675 49 19 12
244 37 23 512 1050 19 32 116 291 12||34 35 37 27 34 35 16 28 29 2592 14 27
34 35 37 27 34 35 16 28 29 2592 14 27||2177 173 32 1306 12 74 511 16 37 3583 12
28 576 27 28 18 104 19 22 97||256 17 18 4653 12
37 35 10 551 138 12 103 104 741 122 37 12||982 31 174 524 4653 12
325 10 1361 27 161 74 332 27||103 104 316 37 12
103 104 316 37 12||17 142 325 24 1361 106 579 580 12
17 142 325 24 1361 106 579 580 12||28 29 84 12
28 29 84 12||17 127 7151 1615 17 66 2235 12
17 127 7151 1615 17 66 2235 12||34 312 1226 37 12
34 312 1226 37 12||18 28 524 257 27
18 28 524 257 27||17 147 767 12
17 147 767 12||325 69 12
16 35 1070 72 262 27||23 92 10 263 90 1551 27
1224 1122 12 17 120 28 69 381 558 12 8078 12||8078 12 12 12 88 32 1264 27
16 35 3236 244 27||6 29 141 31 10 2520 12
6 29 141 31 10 2520 12||19 28 52 34 35 10 84 1056 27
37 197 67 1096 97 28 29 100 413 1341 1563 12||1122 12 12 12 70 668 97
5978 819 12 6668 12||130 12 12 12 98 10 87 1031 12
130 12 12 12 98 10 87 1031 12||34 35 26 32 3717 744 12
16 82 28 120 27||50 35 464 17 52 6 316 69 121 122 12
2311 512 2383 1891 12 12 12||16 19 28 133 27
16 19 28 133 27||17 52 28 60 16 17 133 12
17 52 28 60 16 17 133 12||74 17 394 103 104 12
74 17 394 103 104 12||17 52 28 19 12
17 52 28 19 12||169 103 104 28 171 14 27
2975 12 28 29 464 12||318 10 8093 558 12 6271 97
49 361 253 35 244 12 12 12||84 1564 1088 12 3265 12
84 1564 1088 12 3265 12||142 253 23 244 18 28 171 14 27
142 253 23 244 18 28 171 14 27||7 17 15 8079 911 27
17 103 104 60 12 17 2993 1217 37 549 12||17 197 648 69 28 12 6 197 448 10 45 2522 12
74 40 474 182 95 12 28 628 652 37 71 12||23 37 7611 27 795 167 8094 24 8095 1724 35 299 409 12
23 37 7611 27 795 167 8094 24 8095 1724 35 299 409 12||153 28 197 3195 37 12
17 147 98 292 307 6397 12||6 197 765 163 2227 28 120 12
6 197 765 163 2227 28 120 12||130 749 12 12 12 22 427 54 359 12
257 35 38 10 8096 12||203 604 55 69 83 69 60 14 209 96 162 14 12
153 12 12 12 161 28 29 32 40 2740 571 23 5813 12||23 34 32 7701 8097 90 16 17 126 325 27
23 34 32 7701 8097 90 16 17 126 325 27||23 92 1458 28 889 524 27
23 92 1458 28 889 524 27||6 103 104 211 37 12
6 103 104 211 37 12||464 35 2108 262 12
28 126 325 10 407 1056 90 407 12||17 126 3701 28 97
23 22 32 3131 27||770 12 12 12 17 147 1179 12
770 12 12 12 17 147 1179 12||795 17 197 171 28 1591 90 32 582 55 1342 22 2222 12
17 147 2462 12 32 4049 23 95 683 12||54 1495 12
6287 4426 27||345 882 12
584 584 140 4564 584 12 653 12 12 12 17 83 2776 12||233 246 203 55 34 12 37 35 8098 244 12
95 2740 2768 23 22 27||8099 5975 35 12 2109 594 241 12 2829 545 1800 12
8099 5975 35 12 2109 594 241 12 2829 545 1800 12||140 158 35 125 27
140 158 35 125 27||100 32 8024 31 749 35 1942 12 920 714 12 169 27
28 88 37 27||37 35 76 26 12
37 35 76 26 12||75 28 18 204 14 108 212 976 12
75 28 18 204 14 108 212 976 12||140 22 23 8100 483 27
140 22 23 8100 483 27||483 27 288 74 17 142 103 104 120 69 19 37 311 12
34 35 16 17 88 12||226 291 27
226 291 27||1614 40 12
1614 40 12||169 82 28 648 69 32 1682 32 440 143 27
24 2631 166 28 240 122 69 849 14 12||34 35 40 299 69 451 37 12
23 464 1070 8079 27||584 464 35 367 1070 558 12 8078 12
584 464 35 367 1070 558 12 8078 12||28 29 518 12
1122 12 12 12||16 19 28 52 17 147 1635 1088 12 3265 27
17 181 28 854 32 455 12 12 12 27||226 455 66 34 27
226 455 66 34 27||8079 12 12 12
8079 12 12 12||286 90 37 12 6 240 329 2357 732 51 1269 12
286 90 37 12 6 240 329 2357 732 51 1269 12||28 806 325 32 1056 12
12 12 5208 8101 17 1036 27||28 29 98 32 5 40 12 12 12
196 28 52 122 37 27||17 103 104 60 12 1922 12 17 147 100 10 447 2916 12
12 12 2938 650 28 55 69 171 14 464 12 12 12||358 12 12 12 142 426 12
358 12 12 12 142 426 12||16 23 174 1181 27
28 325 303 968 12||196 28 602 31 14 27
196 28 602 31 14 27||6 29 5 304 122 713 579 12
6 29 5 304 122 713 579 12||196 28 54 244 27
16 19 28 133 100 74 335 27||100 153 578 192 1075 4301 12
103 104 19 34 291 12 12 12 12 12 2873 7122 291 12||37 35 10 413 286 90 32 455 12
37 35 1269 4499 8103 12||4499 5866 27 4499 8103 882 27 31 2740 84 4715 27
4499 5866 27 4499 8103 882 27 31 2740 84 4715 27||37 35 24 1251 31 32 8104 12
322 104 92 1459 27 34 23 38 10 8106 361 12||16 19 28 120 14 69 15 27
16 561 549 27||16 156 28 304 122 27
16 156 28 304 122 27||66 37 464 34 561 108 242 27
66 37 464 34 561 108 242 27||718 8107 240 98 24 1056 617 12
718 8107 240 98 24 1056 617 12||466 12 427 6 1344 247 27
17 103 104 52 28 60 16 28 29 304 122 12||345 882 12
16 82 158 78 27||158 166 226 6 287 461 97
312 28 88 826 3339 27||835 12 12 12 3870 12
835 12 12 12 3870 12||647 71 12 3981 7384 27 18 17 392 37 27
18 17 426 28 10 2017 485 27||90 972 97 34 35 201 16 17 120 12
90 972 97 34 35 201 16 17 120 12||55 28 182 122 889 10 998 27
22 23 560 97||22 23 201 16 17 68 12
22 23 201 16 17 68 12||1263 28 628 55 1801 90 203 28 18 1202 10 3417 72 12
74 12 12 12 17 126 434 262 12 84 738 188 12||92 35 806 1995 594 690 441 28 12
92 35 806 1995 594 690 441 28 12||84 738 188 12
233 49 12 12 12 16 17 66 525 171 28||1263 12 1376 16 28 19 122 14
43 35 37 733 27||28 103 104 52 17 147 730 27
28 103 104 52 17 147 730 27||140 34 35 174 1913 27 28 598 88 10 3251 1913 27
1263 34 35 98 596 90 10 1913 12||37 35 98 27
253 467 468 27||142 28 12
675 97 16 23 174 1181 27||124 104 511 12 28 18 456 14 2668 12
124 104 511 12 28 18 456 14 2668 12||37 4356 69 14 12
17 126 285 28 10 1189 90 1183 85 12||17 18 171 28 358 467 12
17 18 171 28 358 467 12||16 122 974 27 43 73 22 1096 27
161 50 66 40 966 34 184 88 37 53 54 515 1520 12||156 28 529 14 174 186 966 209 134 10 6668 66
1302 213 10 165 1263 12||1445 88 28 55 6987 12
64 5770 1520 72 10 874 926 27||37 282 104 32 901 1961 12
37 282 104 32 901 1961 12||73 28 947 10 904 27
83 69 60 174 8109 12||28 240 3825 173 300 12
28 240 3825 173 300 12||161 361 108 14 157 12 12 12
108 146 28 1244 366 71 12 12 12||1690 325 10 1189 488 12
1690 325 10 1189 488 12||28 140 1225 12 12 12 27
2591 35 417 10 799 409 50 12||34 82 54 4637 12
253 82 28 70 72 27 34 35 98 84 12||43 82 28 19 37 27 32 221 28 12
17 60 37 193 72 10 8110 8111 12 12 12||76 221 203 416 72 34 12 12 12
74 12 12 12 74 1058 12||8112 2382 27
8112 2382 27||930 2216 12
930 2216 12||2834 300 12 161 28 29 84 108 37 97
125 386 141 27 17 126 325 10 936 823 12||15 28 2043 12 12 12 3330 335 12
17 126 67 1329 473 409 244 209 12||17 147 4351 12
1263 17 126 325 10 926 140 17 316 512 1050 12||28 120 24 1050 27 647 71 97
17 181 34 268 1891 12||584 584 37 132 12 12 12
37 35 1054 12 17 103 104 60 122 34 12||17 687 174 8114 1058 66 108 64 8066 100 34 923 27
28 60 125 158 35 417 262 27||584 12 69 8117 12 69 2429 32 8118 12
17 67 855 10 1169 209 12||96 156 248 8119 96 511 98 12
96 156 248 8119 96 511 98 12||49 93 75 12
140 43 132 40 19 34 27||236 438 32 743 90 32 279 12
236 438 32 743 90 32 279 12||130 584 90 972 12
130 584 90 972 12||140 75 1038 174 218 12
140 75 1038 174 218 12||404 14 27
4 158 8120 209 606 37 196 54 523 888 12||73 28 78 869 24 218 27
157 70 8 14 10 413 1692 12||100 32 1454 27 16 31 27
16 75 27 4264 27 8121 27 5733 97||1591 90 32 424 599 28 12
1591 90 32 424 599 28 12||75 16 32 288 156 28 168 244 97 27
2045 7871 97 17 607 141 69 869 28 31 22 97||1445 3121 12
1995 69 40 2045 7871 174 3078 156 74 95 84 12||17 126 77 488 12
20 223 263 12||169 19 28 88 69 1603 95 596 27
169 19 28 88 69 1603 95 596 27||795 17 361 84 387 37 12
233 49 6 76 325 44 45 786 549 103 104 6 27||158 213 648 69 524 1563 1427 12 5585 17 1036 1927 12
158 213 648 69 524 1563 1427 12 5585 17 1036 1927 12||103 104 2957 34 28 67 77 307 8123 12
103 104 2957 34 28 67 77 307 8123 12||19 28 60 125 17 18 3777 512 27
125 35 174 221 263 27||16 263 27 28 29 24 5 263 12
8095 228 16 27||28 1110 15 12
28 1110 15 12||16 156 28 738 31 27 408 140 17 197 370 174 4426 12
92 23 88 76 32 582 12 92 196 369 100 32 1454 12||74 97 92 213 434 523 596 12 92 468 523 596 12
28 196 98 62 37 12||448 14 12
28 52 37 197 754 22 222 163 69 288 27||1042 140 34 35 326
103 104 171 14 6 812 70 163 71 50 27||4 6 120 69 869 32 2533 584 12
32 1784 862 1150 12||567 862 69 1030 12
28 2682 97||16 73 28 19 69 155 97 27
140 16 73 158 78 27||158 166 12 12 12 158 66 142 738 31 10 84 335 12
125 156 96 417 155 27||69 54 2663 12
74 861 3885 12||17 607 64 930 188 12
17 196 224 28 40 334 4720 69 1130 376 391 12||17 312 1161 40 334 4720 142 69 15 155 2255 12
17 312 1161 40 334 4720 142 69 15 155 2255 12||106 334 4720 12
28 408 12||17 312 67 97
584 140 4 28 745 155 409 6 196 224 28 1995 4571 12||324 4571 12
10 4529 84 976 69 76 12||16 156 28 168 244 27
16 156 28 168 244 27||17 55 648 69 1190 24 8126 599 28 367 596 12
95 253 35 32 6647 27||6647 27 97
233 17 66 50 12||28 601 27
28 601 27||1250 675 1260 12
1250 675 1260 12||74 17 133
16 73 28 8 27 16 73 28 15 27||17 591 3656 12 17 854 1424 12
7 28 171 14 43 69 83 50 27 32 7756 3014 27||120 69 60 27
770 170 104 133 69 3426 386 12||32 5 291 34 7013 14 1563 2045 7871 156 174 4088 12
32 5 291 34 7013 14 1563 2045 7871 156 174 4088 12||489 2261 34 17 308 386 882 27
489 2261 34 17 308 386 882 27||4 28 456 34 10 1231 12
73 17 1953 464 27 156 6 141 864 4392 27||32 186 335 17 66 108 34 755 1302 17 66 72 1607 12
28 60 174 2126 12||17 60 24 7509 12
1785 97 17 147 32 6721 97 37 35 76 173 244 12||130 34 35 2173 12
18 28 4219 27||49 90 972 17 18 4219 4 32 7980 1139 31 37 12
49 90 972 17 18 4219 4 32 7980 1139 31 37 12||747 14 12
6 29 1063 50 12||156 28 256 27
31 16 27||6 29 122 69 54 5465 32 299 12
34 291 487 14 2007 12||32 1690 34 83 28 2007 12
16 156 610 8127 31 27||6002 4802 4717 12 28 197 15 12
130 24 131 37 35 10 6212 1252 12||6212 31 16 27
17 147 141 69 1231 28 1563 2045 7871 12||74 28 29 98 12
74 28 29 98 12||17 147 98 27
17 147 98 27||98 217 28 456 14 1604 12
98 217 28 456 14 1604 12||169 312 17 19 34 27
169 312 17 19 34 27||36 34 35 24 1181 12
74 12 12 12 169 27 12 12 12 427 17 27||2919 233 28 285 14 37 66 32 901 335 28 474 77 12
28 256 28 1023 54 3454 1151 72 34 27||37 35 142 10 743 74 573 474 340 228 10 743 12
41 37 6 29 71 32 1800 409 32 2680 140 372 12||74 6 156 98 12
75 6 197 55 69 8 512 8128 513 12||50 219 34 8129 893 12 98 14 17 607 1023 244 97
233 27 95 27 23 34 24 926 27||37 35 1302 35 926 97
158 35 244 97 17 854 155 97 34 291 23 244 97||32 2533 97 27 156 28 256 97 27
17 52 28 240 773||773 27 28 4037 14 27 73 28 15 34 222 35 2683 27
325 37 97||325 16 27
103 104 19 37 2801 12||17 55 74 1131 12
325 3307 2420 12||584 17 60 140 17 82 88 69 716 247 12
55 28 74 3861 31 32 279 27||26 157 17 5 1954 69 924 247 12
28 285 14 28 591 37 270 10 2166 409 100 8130 97||17 66 2226 12
17 66 2226 12||28 680 69 14 97
28 680 69 14 97||17 408 69 1302 16 268 28 95 635 27
17 408 69 1302 16 268 28 95 635 27||17 147 174 218 12
17 147 174 218 12||34 142 268 28 1059 8131 12
34 142 268 28 1059 8131 12||28 1154 37 228 10 2054 108 32 3222 8132 27 97
28 1154 37 228 10 2054 108 32 3222 8132 27 97||2805 376 4147 230 12
161 158 35 142 10 5797 4705 27||299 69 70 8133 12
572 6262 174 1536 161 1659 104 6 54 141 27||1635 76 28 2699 606 143 140 1260 69 2770 34 1317 12
16 19 28 687 855 155 27||73 28 474 15 155 364 27
103 104 3993 14 17 103 104 151 617 669 50 12||49 195 19 17 599 28 12
17 591 37 8133 97 17 591 37||952 173 140 83 14 303 90 244 97
16 19 17 19 8133 97 27 16 19 17 19 97 27||708 32 6422 270 32 502 97
110 12 12 12 103 104 17 60 28 27||2688 49 28 15 12 12 12
423 409 2045 7871 423 409 6 7 412 826 84 4308 12||17 5 4696 72 24 391 67 24 317 12
34 291 3643 14 32 4066 12||54 39 12 34 291 1320 24 391 12
1591 612 12||6 197 8135 173 140 3777 34 743 26 71 228 992 247 12
6 197 8135 173 140 3777 34 743 26 71 228 992 247 12||140 28 29 256 28 18 8 32 1913 5826 27
125 35 24 904 27||16 156 28 141 69 19 27 1028 155 27
16 156 28 141 69 19 27 1028 155 27||4 158 8136 69 1547 173 288 584 97
253 35 244 97 27||32 222 97 32 1169 97 32 8139 97
34 184 552 7963 12||386 60 474 1615 17 781 28 24 887 213 127 31 80 12
386 60 474 1615 17 781 28 24 887 213 127 31 80 12||584 17 60 17 19 34 69 203 12
675 37 97 34 35 106 409 140 5 106 69 70 12||140 75 158 197 54 733 1635 8133 12
62 37 218 12 34 35 16 1329 44 1214 163 69 391 12||140 157 158 35 141 69 412 37 69 652 376 858 163
19 464 3659 97 869 37 97||28 55 325 69 54 1582 27
17 60 28 73 12||17 461 28 82 60 12
17 461 28 82 60 12||17 60 28 461 17 82 60 12
17 60 28 461 17 82 60 12||161 73 28 60 17 461 28 82 60 17 82 60 27
161 73 28 60 17 461 28 82 60 17 82 60 27||90 972 12
17 181 28 60 142 122 974 103 104 28 8140 27||2688 2708 12
2688 2708 12||1521 31 40 45 291 12
1521 31 40 45 291 12||140 16 35 34 27
974 35 141 201 57 6 2579 12||98 1112 12 28 383 104 8141 44 6118 1160 12
98 1112 12 28 383 104 8141 44 6118 1160 12||37 628 55 5503 24 176 12
37 628 55 5503 24 176 12||174 176 23 95 8142 12
125 156 28 141 27||25 1811 12
28 106 8143 8144 2748 12||1084 28 126 325 32 1070 1056 12
1084 28 126 325 32 1070 1056 12||19 17 27
95 253 855 155 27||32 4860 1212 12
158 66 32 186 335 17 854 155 12||326 66 34 27
326 66 34 27||17 66 709 12
596 2980 70 1301 12||75 707 1459 8145 12
6 7 394 412 512 782||140 512 7523
648 270 1172 97||19 37 413 749 97
1835 249 97||1835 749 97
110 19 17 361 88 10 300 27||49 6 18 104 456 1755 32 4139 203 12
253 156 28 27||17 147 32 8146 12
158 66 2757 238 12||161 96 76 77 40 291 6 383 104 325 12
161 92 35 174 1122 12 28 812 171 262 12||17 18 104 12
37 35 888 12 17 147 8148 99 12||14 523 12
14 523 12||648 270 6768 37 35 10 242 143 12
1445 84 69 14 12||13 35 19 37 12
110 12 12 12 18 17 1272 28 10 3339 27||17 182 28 82 67 426 12
34 35 106 1059 441 32 3654 1075 12||746 10 1766 2684 97
16 73 158 133 27||17 1265 12
43 35 174 1601 27||158 35 279 12
1292 71 90 37 97||83 270 69 366 97
158 197 67 172 37 12||52 1581 12
17 325 37 12||16 122 707 1459 27
427 17 869 247 27||169 1586 27
34 749 35 325 636 12||140 17 147 525 8149 37 100 32 2041 12
16 73 28 19 72 707 1459 27||707 253 27
28 29 1687 12||96 360 456 32 560 513 1687 12
96 360 456 32 560 513 1687 12||140 32 1687 360 456 986 560 12
140 32 1687 360 456 986 560 12||156 28 72 14 12 12 12 192 1458 14 27
982 31 1394 14 226 6046 17 147 270 12||28 29 279 12
28 29 279 12||95 156 28 97
13 14 181 12 12 12 4150 103 104 876 28 12||96 876 12 12 12 161 96 103 104 1344 14 97
156 28 64 5425 27||142 10 7140 12
142 10 7140 12||28 3892 366 12
17 182 28 82 8150 71 270 14 12||142 68 69 12 12 12 4661 24 3436 12
43 1850 2592 14 32 225 27||169 98 27
648 244 12||17 147 98 34 744 90 249 12
17 147 98 34 744 90 249 12||75 169 156 28 244 27
17 82 349 70 12||28 29 10 3212 12
605 668 97||192 28 197 16 27 18 14 27
17 181 12 12 12 156 28 360 95 2261 27||5 326 17 147 1072 12 12 12 28 302 1635 377 27
192 121 27||98 1363 12
311 1363 27||1250 143 12
17 429 104 176 669 870 12||253 429 104 27
442 1070 72 669 10 7140 12||16 35 174 87 1181 27
14 523 12||28 103 104 634 367 2261 26 157 12
17 142 120 69 54 10 4895 12||34 35 16 17 133 12 12 12 143 3903 12
37 35 14 12||8151 125 156 28 27
108 32 5477 1734 12||156 28 1687 27 83 71 90 50 97
